"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"RUTH","Ruth&#39;s Hospitality Group, Inc.","25.55","790501874.4","n/a","United States","2005","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/ruth",
"RXII","RXi Pharmaceuticals Corporation","2.88","7473490.56","n/a","United States","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rxii",
"RXIIW","RXi Pharmaceuticals Corporation","0.5415","0","n/a","United States","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rxiiw",
"R","Ryder System, Inc.","72.09","3829969404.9","n/a","United States","n/a","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/r",
"RYI","Ryerson Holding Corporation","9.2","342318945.2","n/a","United States","2014","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/ryi",
"RHP","Ryman Hospitality Properties, Inc.","78.09","3999345380.85","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rhp",
"SPGI","S&P Global Inc.","190.76","47567737337.76","n/a","United States","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/spgi",
"STBA","S&T Bancorp, Inc.","40.95","1431997830.9","n/a","United States","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/stba",
"SANW","S&W Seed Company","3.5","0","n/a","United States","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/sanw",
"SCAC","Saban Capital Acquisition Corp.","9.9512","310910118.176","n/a","United States","2016","Finance","Business Services","https://www.nasdaq.com/symbol/scac",
"SCACU","Saban Capital Acquisition Corp.","10.53","0","n/a","United States","2016","Finance","Business Services","https://www.nasdaq.com/symbol/scacu",
"SCACW","Saban Capital Acquisition Corp.","1.17","0","n/a","United States","2016","Finance","Business Services","https://www.nasdaq.com/symbol/scacw",
"SBR","Sabine Royalty Trust","44.1","642949114.5","n/a","United States","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sbr",
"SBRA","Sabra Health Care REIT, Inc.","17.2","3066000499.6","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sbra",
"SBRAP","Sabra Health Care REIT, Inc.","25.2","144900000","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sbrap",
"SABR","Sabre Corporation","19.85","5768852575.6","n/a","United States","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sabr",
"SACH","Sachem Capital Corp.","3.48","53653724.76","n/a","United States","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sach",
"SAEX","SAExploration Holdings, Inc.","1.32","19677393.12","n/a","United States","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/saex",
"SFE","Safeguard Scientifics, Inc.","12.25","251941830","n/a","United States","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/sfe",
"SAFT","Safety Insurance Group, Inc.","77.45","1178786986.3","n/a","United States","2002","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/saft",
"SAFE","Safety, Income & Growth Inc.","17.18","312504200","n/a","United States","2017","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/safe",
"SGA","Saga Communications, Inc.","38","225770996","n/a","United States","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/sga",
"SAGE","Sage Therapeutics, Inc.","170.58","7808801005.2","n/a","United States","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sage",
"SAIA","Saia, Inc.","73.7","1892354733.5","n/a","United States","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/saia",
"SAIL","SailPoint Technologies Holdings, Inc.","22.53","1964731353.6","n/a","United States","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sail",
"SALM","Salem Media Group, Inc.","3.35","87666558.7","n/a","United States","1999","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/salm",
"CRM","Salesforce.com Inc","119.01","88034085292.68","n/a","United States","2004","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/crm",
"SMM","Salient Midstream & MLP Fund","9.28","164464326.72","n/a","United States","2012","n/a","n/a","https://www.nasdaq.com/symbol/smm",
"SAL","Salisbury Bancorp, Inc.","44.8381","124944324.9646","n/a","United States","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/sal",
"SBH","Sally Beauty Holdings, Inc.","15.79","1975372359.34","n/a","United States","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/sbh",
"SJT","San Juan Basin Royalty Trust","7.06","329058099.76","n/a","United States","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sjt",
"SN","Sanchez Energy Corporation","3.67","311362238.49","n/a","United States","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sn",
"SNMP","Sanchez Midstream Partners LP","12.5","189701400","n/a","United States","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/snmp",
"SAFM","Sanderson Farms, Inc.","112.58","2570851436.92","n/a","United States","1987","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/safm",
"SDT","SandRidge Mississippian Trust I","0.9","25200000","n/a","United States","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdt",
"PER","SandRidge Permian Trust","2","105000000","n/a","United States","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/per",
"SAND          ","Sandstorm Gold Ltd","4.77","876712806.18","n/a","Canada","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sand",
"SASR","Sandy Spring Bancorp, Inc.","38.86","1385131319.26","n/a","United States","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sasr",
"SGMO","Sangamo Therapeutics, Inc.","19.8","1709511724.8","n/a","United States","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/sgmo",
"SANM","Sanmina Corporation","28.5","2030513679","n/a","United States","1993","Technology","Electrical Products","https://www.nasdaq.com/symbol/sanm",
"SOV^C","Santander Holdings USA, Inc.","26.0255","0","n/a","United States","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sov^c",
"SAB","Saratoga Investment Corp","25.6","0","n/a","United States","2016","n/a","n/a","https://www.nasdaq.com/symbol/sab",
"SAR","Saratoga Investment Corp","20.4","127643391.6","n/a","United States","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sar",
"SRPT","Sarepta Therapeutics, Inc.","80.8","5250252215.2","n/a","United States","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/srpt",
"BFS","Saul Centers, Inc.","49.2","1083397726.8","n/a","United States","1993","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bfs",
"BFS^C","Saul Centers, Inc.","24.7274","0","n/a","United States","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bfs^c",
"BFS^D","Saul Centers, Inc.","23.2","0","n/a","United States","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bfs^d",
"SVRA","Savara, Inc.","9.22","282101952.02","n/a","United States","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/svra",
"SBFG","SB Financial Group, Inc.","18.401","118857800.112","n/a","United States","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbfg",
"SBFGP","SB Financial Group, Inc.","18.2","0","n/a","United States","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbfgp",
"SBAC","SBA Communications Corporation","164.54","19157822965.72","n/a","United States","1999","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sbac",
"SCG","Scana Corporation","35.9","5120717518.9","n/a","United States","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/scg",
"SCSC","ScanSource, Inc.","36.25","926961618.75","n/a","United States","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/scsc",
"SMIT","Schmitt Industries, Inc.","2.05","8188817.25","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/smit",
"SNDR","Schneider National, Inc.","25.85","4573256860.15","n/a","United States","2017","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/sndr",
"SCHN","Schnitzer Steel Industries, Inc.","30.9","837586060.5","n/a","United States","1993","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/schn",
"SCHL","Scholastic Corporation","40.02","1390072048.68","n/a","United States","1992","Consumer Services","Books","https://www.nasdaq.com/symbol/schl",
"SWM","Schweitzer-Mauduit International, Inc.","40.66","1251159919.52","n/a","United States","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/swm",
"SGMS","Scientific Games Corp","43.9","3949477987","n/a","United States","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/sgms",
"SMG","Scotts Miracle-Gro Company (The)","83.11","4730990374.62","n/a","United States","1992","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/smg",
"SCPH","scPharmaceuticals Inc.","10.94","202769924.32","n/a","United States","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/scph",
"KMM","Scudder Multi-Market Income Trust","8.82","197508570.84","n/a","United States","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kmm",
"KTF","Scudder Municiple Income Trust","11.1","437967438.6","n/a","United States","1988","n/a","n/a","https://www.nasdaq.com/symbol/ktf",
"KST","Scudder Strategic Income Trust","12.339","53777113.056","n/a","United States","1994","n/a","n/a","https://www.nasdaq.com/symbol/kst",
"KSM","Scudder Strategic Municiple Income Trust","10.9","122072751.5","n/a","United States","1989","n/a","n/a","https://www.nasdaq.com/symbol/ksm",
"SCYX","SCYNEXIS, Inc.","1.28","59951916.8","n/a","United States","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/scyx",
"SE","Sea Limited","10.35","3384855461.25","n/a","United States","2017","n/a","n/a","https://www.nasdaq.com/symbol/se",
"SEB","Seaboard Corporation","4088.34","4785606387","n/a","United States","1996","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/seb",
"SA","Seabridge Gold, Inc.","10.7","619233802.6","n/a","Canada","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sa",
"SEAC","SeaChange International, Inc.","2.99","106156574.29","n/a","United States","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/seac",
"SBCF","Seacoast Banking Corporation of Florida","26.81","1259598117.19","n/a","United States","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbcf",
"CKH","SEACOR Holdings, Inc.","58.75","1054163646.25","n/a","United States","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ckh",
"SEE","Sealed Air Corporation","43.9","7309916924.6","n/a","United States","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/see",
"SHLD","Sears Holdings Corporation","3.32","358418601.2","n/a","United States","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/shld",
"SHLDW","Sears Holdings Corporation","0.23","0","n/a","United States","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/shldw",
"SHOS","Sears Hometown and Outlet Stores, Inc.","3.25","73781929","n/a","United States","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/shos",
"SPNE","SeaSpine Holdings Corporation","12.05","175179899.55","n/a","United States","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/spne",
"SGEN","Seattle Genetics, Inc.","50.24","7945952069.76","n/a","United States","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/sgen",
"SEAS","SeaWorld Entertainment, Inc.","15.86","1432734986.8","n/a","United States","2013","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/seas",
"EYES","Second Sight Medical Products, Inc.","1.79","107147327.18","n/a","United States","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/eyes",
"EYESW","Second Sight Medical Products, Inc.","0.764","0","n/a","United States","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/eyesw",
"SCWX","SecureWorks Corp.","9.96","814454149.8","n/a","United States","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/scwx",
"SNFCA","Security National Financial Corporation","5.35","89124007.55","n/a","United States","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/snfca",
"SEIC","SEI Investments Company","69.56","10989696267.48","n/a","United States","1981","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/seic",
"JBN","Select Asset Inc.","12.06","0","n/a","United States","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jbn",
"JBR","Select Asset Inc.","12.14","0","n/a","United States","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jbr",
"SLCT","Select Bancorp, Inc.","13.25","185684400.25","n/a","United States","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/slct",
"WTTR","Select Energy Services, Inc.","13.78","1557365054.96","n/a","United States","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/wttr",
"SIR","Select Income REIT","18.84","1685930445.36","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sir",
"SEM","Select Medical Holdings Corporation","17.85","2393449130.1","n/a","United States","2009","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sem",
"SELB","Selecta Biosciences, Inc.","12.7","283842968","n/a","United States","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/selb",
"SGZA","Selective Insurance Group, Inc.","25.16","0","n/a","United States","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/sgza",
"SIGI","Selective Insurance Group, Inc.","59.1","3471818566.5","n/a","United States","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/sigi",
"SLS","SELLAS Life Sciences Group, Inc. ","5.62","34040986.3","n/a","United States","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sls",
"SEMG","Semgroup Corporation","22.8","1793744286","n/a","United States","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/semg",
"SRE","Sempra Energy","110.62","29193047094.98","n/a","United States","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sre",
"SRE^A","Sempra Energy","102.14","0","n/a","United States","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sre^a",
"SMTC","Semtech Corporation","43.25","2877038526.5","n/a","United States","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/smtc",
"SENEA","Seneca Foods Corp.","28.5","277558365","n/a","United States","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","32.55","317000869.5","n/a","United States","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/seneb",
"SNES","SenesTech, Inc.","0.495","8173561.77","n/a","United States","2016","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/snes",
"SNH","Senior Housing Properties Trust","15.2","3611911871.2","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snh",
"SNHNI","Senior Housing Properties Trust","24.92","0","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snhni",
"SNHNL","Senior Housing Properties Trust","25.38","0","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snhnl",
"SNMX","Senomyx, Inc.","1.12","54100790.24","n/a","United States","2004","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/snmx",
"SENS","Senseonics Holdings, Inc.","3.74","513124693.84","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sens",
"SXT","Sensient Technologies Corporation","68.93","2947418883.35","n/a","United States","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/sxt",
"SRTS","Sensus Healthcare, Inc.","5.89","79743025.46","n/a","United States","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srts",
"SRTSW","Sensus Healthcare, Inc.","0.68","0","n/a","United States","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srtsw",
"STNL","Sentinel Energy Services Inc.","9.73","419606250","n/a","United States","2017","Finance","Business Services","https://www.nasdaq.com/symbol/stnl",
"STNLU","Sentinel Energy Services Inc.","9.95","0","n/a","United States","2017","Finance","Business Services","https://www.nasdaq.com/symbol/stnlu",
"STNLW","Sentinel Energy Services Inc.","1","0","n/a","United States","2017","Finance","Business Services","https://www.nasdaq.com/symbol/stnlw",
"SQBG","Sequential Brands Group, Inc.","1.85","117192179.4","n/a","United States","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/sqbg",
"MCRB","Seres Therapeutics, Inc.","7.64","310553439.84","n/a","United States","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mcrb",
"SRG","Seritage Growth Properties","35.6","2014148676","n/a","United States","2015","Finance","Real Estate","https://www.nasdaq.com/symbol/srg",
"SRG^A","Seritage Growth Properties","20.76","0","n/a","United States","n/a","n/a","n/a","https://www.nasdaq.com/symbol/srg^a",
"SCI","Service Corporation International","38.2","7044087754.6","n/a","United States","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/sci",
"NOW","ServiceNow, Inc.","166.9","29157430000","n/a","United States","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/now",
"SREV","ServiceSource International, Inc.","3.75","339206096.25","n/a","United States","2011","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/srev",
"SFBS","ServisFirst Bancshares, Inc.","41.25","2191877283.75","n/a","United States","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/sfbs",
"SVT","Servotronics, Inc.","9.65","23977692.75","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/svt",
"SSC","Seven Stars Cloud Group, Inc.","2.9","199708662.4","n/a","United States","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/ssc",
"SVBI","Severn Bancorp Inc","7.2","88182907.2","n/a","United States","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/svbi",
"SGBX","SG Blocks, Inc.","4.689","19975332.249","n/a","United States","2017","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/sgbx",
"SHAK","Shake Shack, Inc.","43.44","1597721636.16","n/a","United States","2015","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/shak",
"SMED","Sharps Compliance Corp.","4.55","73173195.55","n/a","United States","n/a","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/smed",
"SHSP","SharpSpring, Inc.","6.73","56846560.2","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/shsp",
"SJR","Shaw Communications Inc.","20.85","9995625796.05","n/a","Canada","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/sjr",
"SHLX","Shell Midstream Partners, L.P.","20.65","4621713277.65","n/a","United States","2014","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/shlx",
"SHEN","Shenandoah Telecommunications Co","37.55","1859742116.85","n/a","United States","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/shen",
"SHW","Sherwin-Williams Company (The)","385.43","36269414338.53","n/a","United States","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/shw",
"PIXY","ShiftPixy, Inc.","3.18","91586149.68","n/a","United States","2017","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/pixy",
"SHLO","Shiloh Industries, Inc.","8.88","207296149.68","n/a","United States","1993","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/shlo",
"SCVL","Shoe Carnival, Inc.","24.11","397139775.34","n/a","United States","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/scvl",
"SHOP","Shopify Inc.","117.51","10909578928.29","n/a","Canada","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/shop",
"SHBI","Shore Bancshares Inc","18.69","238034307.42","n/a","United States","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/shbi",
"SSTI","ShotSpotter, Inc.","31.85","328459558.7","n/a","United States","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ssti",
"SFLY","Shutterfly, Inc.","81.97","2665412260.28","n/a","United States","2006","Miscellaneous","Other Consumer Services","https://www.nasdaq.com/symbol/sfly",
"SSTK","Shutterstock, Inc.","50.46","1753274935.02","n/a","United States","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/sstk",
"SIFI","SI Financial Group, Inc.","14.3","175066806.2","n/a","United States","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/sifi",
"SIEB","Siebert Financial Corp.","7.66","208024060.08","n/a","United States","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/sieb",
"SNNA","Sienna Biopharmaceuticals, Inc.","19.3","400148424.7","n/a","United States","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snna",
"SIEN","Sientra, Inc.","10.31","202524660.27","n/a","United States","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/sien",
"BSRR","Sierra Bancorp","27.25","415153205","n/a","United States","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bsrr",
"SRRA","Sierra Oncology, Inc.","1.99","104383820.19","n/a","Canada","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/srra",
"SWIR","Sierra Wireless, Inc.","16.6","596952550.2","n/a","Canada","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/swir",
"SIF","SIFCO Industries, Inc.","5.95","33584263.3","n/a","United States","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/sif",
"SIGA","SIGA Technologies Inc.","6.27","495574530","n/a","United States","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/siga",
"SIGM","Sigma Designs, Inc.","6.2","244896943.4","n/a","United States","1986","Technology","Semiconductors","https://www.nasdaq.com/symbol/sigm",
"SGLB","Sigma Labs, Inc.","1.2","5974714.8","n/a","United States","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/sglb",
"SGLBW","Sigma Labs, Inc.","0.35","0","n/a","United States","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/sglbw",
"SGMA","SigmaTron International, Inc.","5.535","23331453.03","n/a","United States","1994","Technology","Electrical Products","https://www.nasdaq.com/symbol/sgma",
"SBNY","Signature Bank","138.28","7601802369.24","n/a","United States","2004","Finance","Major Banks","https://www.nasdaq.com/symbol/sbny",
"SBNYW","Signature Bank","127.8653","0","n/a","United States","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbnyw",
"SLGN","Silgan Holdings Inc.","27.74","3062089442.56","n/a","United States","1997","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/slgn",
"SLAB","Silicon Laboratories, Inc.","92.65","3999776658.3","n/a","United States","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/slab",
"SAMG","Silvercrest Asset Management Group Inc.","15.55","205282376.45","n/a","United States","2013","Finance","Investment Managers","https://www.nasdaq.com/symbol/samg",
"SSNT","SilverSun Technologies, Inc.","4.0903","18388876.2384","n/a","United States","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ssnt",
"SFNC","Simmons First National Corporation","28.3","2609054315.6","n/a","United States","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sfnc",
"SPG","Simon Property Group, Inc.","151.73","47048576929.49","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/spg",
"SPG^J","Simon Property Group, Inc.","68.11","0","n/a","United States","n/a","n/a","n/a","https://www.nasdaq.com/symbol/spg^j",
"SSD","Simpson Manufacturing Company, Inc.","56.3","2628355985.3","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ssd",
"SLP","Simulations Plus, Inc.","16.85","291943335.9","n/a","United States","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/slp",
"SBGI","Sinclair Broadcast Group, Inc.","29.1","2960939957.4","n/a","United States","1995","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/sbgi",
"SINO","Sino-Global Shipping America, Ltd.","1.11","13803443.85","n/a","United States","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/sino",
"SIRI","Sirius XM Holdings Inc.","6.19","27804636593.93","n/a","United States","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/siri",
"SITE","SiteOne Landscape Supply, Inc.","77.28","3100754899.2","n/a","United States","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/site",
"SITO","SITO Mobile, Ltd.","3.69","92676453.3","n/a","United States","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/sito",
"SIX","Six Flags Entertainment Corporation New","61.7","5224846699","n/a","United States","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/six",
"SJW","SJW Group","53.55","1102327713.9","n/a","United States","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/sjw",
"SKX","Skechers U.S.A., Inc.","41.98","6725834851.64","n/a","United States","1999","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/skx",
"SKY","Skyline Corporation","25.75","216074533","n/a","United States","n/a","Basic Industries","Homebuilding","https://www.nasdaq.com/symbol/sky",
"SKYW","SkyWest, Inc.","54.15","2824739623.5","n/a","United States","1986","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/skyw",
"SWKS","Skyworks Solutions, Inc.","98.47","17937824870.13","n/a","United States","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/swks",
"SLG","SL Green Realty Corporation","95.14","8593720103.72","n/a","United States","1997","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/slg",
"SLG^I","SL Green Realty Corporation","25.15","0","n/a","United States","n/a","n/a","n/a","https://www.nasdaq.com/symbol/slg^i",
"SNBR","Sleep Number Corporation","34.95","1306867455.6","n/a","United States","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/snbr",
"SLM","SLM Corporation","11.36","4925120184.32","n/a","United States","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/slm",
"SLMBP","SLM Corporation","70.85","283400000","n/a","United States","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/slmbp",
"SM","SM Energy Company","20.8","2323089932.8","n/a","United States","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sm",
"SFS","Smart","5.2","385906778.4","n/a","United States","2014","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/sfs",
"SGH","SMART Global Holdings, Inc.","44.99","994555013.65","n/a","United States","2017","Technology","Semiconductors","https://www.nasdaq.com/symbol/sgh",
"SND","Smart Sand, Inc.","6.77","277204826.2","n/a","United States","2016","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/snd",
"SMBK","SmartFinancial, Inc.","23.32","261972355.92","n/a","United States","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/smbk",
